Equipo,tiempo,Minuto.video,Evento,Subevento,Jugador.1,Jugador.2,coord.inicial,coord.final,partido,segundos,remate-Gol,remate-Fuera,remate-Al-arco,remate-Interceptado,remate-Cabeza,pase-Asistencia,pase-Completado,pase-Interceptado,pase-Fuera,pase-Inteligente,centro-Asistencia,centro-Completado,centro-Interceptado,centro-Bloqueado,centro-Fuera,duelo-Aereo-Perdido,duelo-Aereo-Ganado,duelo-Disputa-suelo-Perdida,duelo-Disputa-suelo-Ganada,duelo-Gambeta-contra-Ganada,duelo-Gambeta-contra-Perdida,duelo-Gambeta-favor-Perdida,duelo-Gambeta-favor-Ganada,duelo-Pivote-Perdido,duelo-Pivote-Ganado,falta-Cometida,falta-Recibida,falta-Penal-cometido,falta-Penal-recibido,falta-Offside,falta-Tarjeta-amarilla,falta-Tarjeta-roja,recuperacion-Robo,recuperacion-Encontrada,recuperacion-Intercepcion-suelo,recuperacion-Intercepcion-aereo,recuperacion-Intercepcion-anticipo,recuperacion-Disputa-suelo,parado-Lateral-interceptado,parado-Lateral-completado,parado-Corner-interceptado,parado-Corner-completado,parado-Tiro-libre-incompleto,parado-Tiro-libre-completado,perdida-Gambeta-favor,perdida-Robo,perdida-Intercepcion,perdida-Error-tecnico,perdida-Balon-fuera,perdida-Situacion-rival,perdida-Atajada,arquero-Gol-rival,arquero-Atajada,arquero-Intercepcion-aerea,arquero-Intercepcion,arquero-Anticipo,arquero-Saque-mano,arquero-Saque-pie,arquero-Saque-meta,Temporada,Partido,Numero_jugador,Apellido,Estado
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,intercepcion aereo,8.0,2,"152,65","258,66",Independiente,4897.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,encontrada,2.0,,"77,156",,Independiente,4927.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,2.0,Flores,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,balon afuera lateral,9.0,,"149,144",,Independiente,4932.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,9.0,Guzman,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,aereo,8.0,,"112,157",,Independiente,4956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,intercepcion aereo,8.0,,"122,138",,Independiente,4957.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,tiro libre,8.0,6,"177,123","233,91",Independiente,5010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,duelo,3.0,,"39,14",,Independiente,5175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,tiro libre,1.0,11,"25,20","165,1",Independiente,5199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,1.0,Pourtau,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,balon afuera lateral,1.0,11,"8,23","179,15",Independiente,5201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,1.0,Pourtau,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,intercepcion,5.0,,"62,140",,Independiente,5286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,5.0,Piñeiro,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,7.0,,"233,162",,Independiente,5326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,7.0,Arango,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,intercepcion anticipo,15.0,,"212,138",,Independiente,5329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,15.0,J. Ascacibar,Suplente
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,error tecnico,15.0,,"214,144",,Independiente,5334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,15.0,J. Ascacibar,Suplente
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,intercepcion aereo,3.0,,"80,41",,Independiente,5350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,interceptado,3.0,9,"57,33","203,24",Independiente,5357.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,disputa suelo,6.0,,"65,27",,Independiente,5402.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,6.0,S. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,intercepcion anticipo,6.0,,"55,19",,Independiente,5403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,6.0,S. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,intercepcion aereo,3.0,9,"189,11","229,75",Independiente,5453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,disputa suelo,6.0,,"128,33",,Independiente,5466.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,6.0,S. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,intercepcion anticipo,6.0,,"95,8",,Independiente,5467.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,6.0,S. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,gambeta a favor,3.0,,"107,13",,Independiente,5479.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,tiro de esquina,8.0,15,"239,12","187,61",Independiente,5509.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,intercepcion aereo,15.0,9,"212,64","220,81",Independiente,5512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,15.0,J. Ascacibar,Suplente
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,lateral corto,3.0,5,"169,30","178,9",Independiente,5566.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,aereo,8.0,,"212,150",,Independiente,5576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,8.0,,"208,157",,Independiente,5577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,lateral corto,3.0,11,"269,32","232,6",Independiente,5689.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,tiro de esquina,8.0,6,"247,26","231,87",Independiente,5721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,atajada,6.0,,"222,81",,Independiente,5723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,6.0,S. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,lateral corto,3.0,5,"126,17","92,14",Independiente,5759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,gambeta a favor,9.0,,"155,22",,Independiente,5801.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,9.0,Guzman,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,intercepcion aereo,8.0,11,"235,38","251,97",Independiente,5816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,8.0,Trombini,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,tiro de esquina,3.0,9,"271,1","242,60",Independiente,5847.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,disputa suelo,9.0,,"254,82",,Independiente,5850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,9.0,Guzman,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,9.0,,"251,75",,Independiente,5850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,9.0,Guzman,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,disputa suelo,6.0,,"104,14",,Independiente,5856.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,6.0,S. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,duelo,6.0,,"119,34",,Independiente,5857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,6.0,S. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,lateral corto,3.0,6,"95,20","79,9",Independiente,5868.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,7.0,,"205,151",,Independiente,5899.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,7.0,Arango,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,disputa suelo,7.0,,"195,141",,Independiente,5902.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,7.0,Arango,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,duelo,7.0,,"199,155",,Independiente,5903.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,7.0,Arango,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,disputa suelo,9.0,,"194,69",,Independiente,5908.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,9.0,Guzman,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,9.0,,"218,100",,Independiente,5908.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,9.0,Guzman,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,encontrada,6.0,,"89,91",,Independiente,5911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,6.0,S. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,9.0,,"192,67",,Independiente,5916.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,9.0,Guzman,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,intercepcion anticipo,4.0,,"62,147",,Independiente,5931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,4.0,Caccace,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,4.0,,"68,154",,Independiente,5936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,4.0,Caccace,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,duelo,2.0,,"64,129",,Independiente,5940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,2.0,Flores,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,11.0,,"120,131",,Independiente,6019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,11.0,Moreno,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,disputa suelo,3.0,,"84,3",,Independiente,6029.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,duelo,3.0,,"64,23",,Independiente,6029.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,pelota parada,lateral corto,3.0,21,"84,22","93,26",Independiente,6040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,3.0,T. Nuñez,Titular
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,duelo,21.0,,"103,39",,Independiente,6040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,21.0,A. Palavecino,Suplente
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,recuperacion,encontrada,15.0,,"61,85",,Independiente,6053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,15.0,J. Ascacibar,Suplente
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,duelo,gambeta a favor,15.0,,"75,96",,Independiente,6055.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,15.0,J. Ascacibar,Suplente
Estudiantes,INDEPTE_FECHA4_ACCIONES,10,perdida,intercepcion aereo,15.0,21,"76,92","159,7",Independiente,6059.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Temp 02-2022,Independiente,15.0,J. Ascacibar,Suplente
