Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Dificultad,Jugador2,Zonas_final,Calificacion,Zonas,Jugador,Categoria,Optional Column
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:25:41,01:25:41,0.000,,10,10,,7,6,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:25:46,01:25:46,0.000,,15,10,,10,10,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:25:50,01:25:50,0.000,,6,7,,10,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:25:56,01:25:56,0.000,,2,8,,7,6,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:26:01,01:26:01,0.000,,4,9,,8,2,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:26:05,01:26:05,0.000,,9,17,,9,2,largo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:26:09,01:26:09,0.000,,15,16,,17,9,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,01:26:16,01:26:16,0.000,,Rival,22,,16,15,Media distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:27:13,01:27:13,0.000,,,Volver,,14,15,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:27:55,01:27:55,0.000,,15,16,,12,5,largo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:28:00,01:28:00,0.000,,9,21,,16,15,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:28:00,01:28:00,0.000,,,Volver,,16,15,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:29:18,01:29:18,0.000,,,Volver,,18,5,Hecha,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:30:35,01:30:35,0.000,,10,12,,6,5,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:30:38,01:30:38,0.000,,8,8,,12,10,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:30:38,01:30:38,0.000,,8,Volver,,12,10,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:30:42,01:30:42,0.000,,,Volver,,11,8,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:30:42,01:30:42,0.000,,,Volver,,11,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:30:42,01:30:42,0.000,,,Volver,,10,8,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:30:42,01:30:42,0.000,,,Volver,,10,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:30:50,01:30:50,0.000,,11,17,,16,15,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:30:50,01:30:50,0.000,,,Volver,,16,15,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,01:30:57,01:30:57,0.000,,Rival,22,,17,7,Media distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:31:36,01:31:36,0.000,,9,13,,13,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:31:38,01:31:38,0.000,,15,16,,16,9,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:31:43,01:31:43,0.000,,9,20,,16,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:31:45,01:31:45,0.000,,,Volver,,16,15,Robo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:33:08,01:33:08,0.000,,,Volver,,16,10,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:34:20,01:34:20,0.000,,,Volver,,13,15,Hecha,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Tarjeta,,01:34:21,01:34:21,0.000,,,Volver,,13,15,Amarilla,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:35:06,01:35:06,0.000,,5,12,,9,2,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:35:11,01:35:11,0.000,,9,17,,12,5,largo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:35:14,01:35:14,0.000,,10,17,,17,9,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:35:16,01:35:16,0.000,,9,19,,16,10,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:35:19,01:35:19,0.000,,8,17,,19,9,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:35:20,01:35:20,0.000,,5,17,,17,8,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,01:35:24,01:35:24,0.000,,Rival,22,,17,5,Media distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:36:08,01:36:08,0.000,,,Volver,,13,6,Hecha,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:37:23,01:37:23,0.000,,2,12,,11,5,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:37:27,01:37:27,0.000,,4,18,,12,2,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:37:30,01:37:30,0.000,,11,21,,18,4,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:37:31,01:37:31,0.000,,,Volver,,18,4,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Sustitucion,,01:38:29,01:38:29,0.000,,,Volver,,,,,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:38:04,01:38:04,0.000,,,Volver,,15,2,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:40:45,01:40:45,0.000,,11,16,,7,6,largo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:40:52,01:40:52,0.000,,10,19,,19,11,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:42:09,01:42:09,0.000,,9,11,,8,6,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:42:13,01:42:13,0.000,,,Volver,,8,6,Robo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:42:25,01:42:25,0.000,,11,18,,14,5,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:42:28,01:42:28,0.000,,9,21,,18,11,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:42:28,01:42:28,0.000,,,Volver,,18,11,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:42:50,01:42:50,0.000,,,Volver,,18,11,Hecha,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:44:45,01:44:45,0.000,,4,15,,14,11,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:44:47,01:44:47,0.000,,2,12,,15,4,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:44:50,01:44:50,0.000,,5,11,,12,2,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:44:55,01:44:55,0.000,,4,15,,15,5,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:44:57,01:44:57,0.000,,2,15,,15,4,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:45:27,01:45:27,0.000,,10,19,,19,9,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:45:29,01:45:29,0.000,,9,16,,19,10,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:45:31,01:45:31,0.000,,5,17,,16,9,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:45:33,01:45:33,0.000,,11,22,,17,5,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:45:33,01:45:33,0.000,,,Volver,,17,5,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:45:00,01:45:00,0.000,,6,13,,12,2,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:45:03,01:45:03,0.000,,15,16,,13,6,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:45:06,01:45:06,0.000,,9,17,,16,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:45:07,01:45:07,0.000,,,Volver,,16,15,Robo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:46:14,01:46:14,0.000,,,Volver,,17,5,Hecha,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Tarjeta,,01:46:15,01:46:15,0.000,,,Volver,,17,5,Amarilla,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate cabeza,,01:46:09,01:46:09,0.000,,Rival,22,,21,2,Dificil,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:46:09,01:46:09,0.000,,,Volver,,21,2,Balon afuera fondo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:48:03,01:48:03,0.000,,,Volver,,24,6,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:48:37,01:48:37,0.000,,9,17,,12,2,largo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:48:45,01:48:45,0.000,,8,17,,17,9,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:48:48,01:48:48,0.000,,6,11,,14,8,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:48:52,01:48:52,0.000,,15,13,,11,6,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:49:01,01:49:01,0.000,,8,16,,13,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:49:27,01:49:27,0.000,,,Volver,,19,9,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,01:51:37,01:51:37,0.000,,,Volver,,14,8,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:52:47,01:52:47,0.000,,1,3,,5,8,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:53:57,01:53:57,0.000,,2,9,,9,1,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:00,01:54:00,0.000,,4,12,,9,2,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:02,01:54:02,0.000,,5,11,,12,4,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:06,01:54:06,0.000,,8,13,,11,5,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:54:06,01:54:06,0.000,,,Volver,,11,5,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:37,01:54:37,0.000,,6,8,,12,2,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:40,01:54:40,0.000,,2,9,,8,6,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:43,01:54:43,0.000,,1,3,,9,2,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:30,01:54:30,0.000,,18,12,,9,9,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:33,01:54:33,0.000,,2,12,,12,18,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:46,01:54:46,0.000,,4,12,,3,1,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:48,01:54:48,0.000,,8,12,,12,4,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:54:53,01:54:53,0.000,,9,21,,12,8,largo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,01:54:54,01:54:54,0.000,,,Volver,,12,8,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:56:58,01:56:58,0.000,,10,16,,16,11,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:57:04,01:57:04,0.000,,11,17,,17,10,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:31,01:59:31,0.000,,5,13,,13,8,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:34,01:59:34,0.000,,11,17,,14,5,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:36,01:59:36,0.000,,18,16,,17,11,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:42,01:59:42,0.000,,15,16,,19,18,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:46,01:59:46,0.000,,4,18,,16,15,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:49,01:59:49,0.000,,2,15,,18,4,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:54,01:59:54,0.000,,6,13,,15,2,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:55,01:59:55,0.000,,15,16,,13,6,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,01:59:59,01:59:59,0.000,,5,16,,16,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:00:02,02:00:02,0.000,,8,17,,17,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:00:01,02:00:01,0.000,,18,16,,17,8,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,02:00:06,02:00:06,0.000,,,Volver,,17,15,Balon afuera lateral,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:00:58,02:00:58,0.000,,4,9,,3,1,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:01:08,02:01:08,0.000,,9,17,,15,4,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:01:10,02:01:10,0.000,,15,20,,17,9,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,02:01:17,02:01:17,0.000,,Rival,22,,17,8,Corta distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:01:13,02:01:13,0.000,,8,17,,19,15,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Sustitucion,,02:01:41,02:01:41,0.000,,,Volver,,,,,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Sustitucion,,02:01:54,02:01:54,0.000,,,Volver,,,,,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,02:02:22,02:02:22,0.000,,9,22,,17,9,Media distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:02:52,02:02:52,0.000,,5,9,,9,2,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:02:55,02:02:55,0.000,,20,12,,9,5,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:03:01,02:03:01,0.000,,9,17,,18,20,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,02:03:01,02:03:01,0.000,,,Volver,,18,20,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,02:03:26,02:03:26,0.000,,,Volver,,9,2,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:03:32,02:03:32,0.000,,11,13,,8,5,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:03:42,02:03:42,0.000,,18,16,,16,11,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:03:45,02:03:45,0.000,,11,16,,16,18,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:03:49,02:03:49,0.000,,15,19,,16,11,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:03:57,02:03:57,0.000,,5,17,,16,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,02:04:00,02:04:00,0.000,,Rival,22,,17,5,Media distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:04:23,02:04:23,0.000,,15,7,,4,1,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:04:26,02:04:26,0.000,,11,13,,10,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:04:35,02:04:35,0.000,,15,16,,14,11,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:04:35,02:04:35,0.000,,9,21,,16,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,02:04:35,02:04:35,0.000,,,Volver,,16,15,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:04:59,02:04:59,0.000,,20,15,,8,2,medio,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,02:05:05,02:05:05,0.000,,Rival,22,,18,20,Media distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,02:05:37,02:05:37,0.000,,,Volver,,17,8,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Falta,,02:07:52,02:07:52,0.000,,,Volver,,16,11,Recibida,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,02:08:45,02:08:45,0.000,,Rival,22,,17,18,Media distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:10:49,02:10:49,0.000,,6,8,,11,8,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:10:51,02:10:51,0.000,,15,10,,8,6,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:10:55,02:10:55,0.000,,18,16,,13,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:11:03,02:11:03,0.000,,5,17,,17,18,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:11:08,02:11:08,0.000,,20,23,,17,5,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,02:11:08,02:11:08,0.000,,,Volver,,17,5,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:12:37,02:12:37,0.000,,15,4,,3,1,S arquero pie,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:12:48,02:12:48,0.000,,18,16,,16,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,02:12:48,02:12:48,0.000,,,Volver,,16,15,Interceptado,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Sustitucion,,02:13:00,02:13:00,0.000,,,Volver,,,,,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:13:22,02:13:22,0.000,,15,16,,16,18,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:13:23,02:13:23,0.000,,18,16,,16,15,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:13:25,02:13:25,0.000,,5,17,,16,18,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:13:28,02:13:28,0.000,,2,14,,14,5,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,02:13:30,02:13:30,0.000,,Rival,22,,17,2,Media distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Arquero,,02:13:53,02:13:53,0.000,,,Volver,Malo,2,1,Salida suelo,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:14:18,02:14:18,0.000,,2,4,,3,2,S arquero pie,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Pase,,02:14:18,02:14:18,0.000,,20,9,,5,2,corto,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Remate pie,,02:14:26,02:14:26,0.000,,Rival,22,,18,20,Larga distancia,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,02:14:26,02:14:26,0.000,,,Volver,,18,20,Atajada,
2022/05/31,LANUS,completo,16:25:14,19:08:14,Perdida,,00:53:37,00:53:37,0.000,,,Volver,,21,9,Balon afuera fondo,
