Session.Start.Date,tiempo,partido,Session.Start,Session.End,Evento,Tag.Notes,Tag.Start,Tag.End,Tag.Duration.(secs),Dificultad,coord.final,Jugador.2,Jugador.1,Calificacion,coord.inicial,Subevento,Optional.Column,segundos,remate-Gol,remate-Fuera,remate-Al-arco,remate-Interceptado,remate-Cabeza,pase-Asistencia,pase-Completado,pase-Incompleto,pase-Inteligente,centro-Asistencia,centro-Completado,centro-Interceptado,centro-Bloqueado,centro-Fuera,duelo-Aereo-Perdido,duelo-Aereo-Ganado,duelo-Disputa-suelo-Perdida,duelo-Disputa-suelo-Ganada,duelo-Gambeta-contra-Ganada,duelo-Gambeta-contra-Perdida,duelo-Gambeta-favor-Perdida,duelo-Gambeta-favor-Ganada,duelo-Pivote-Perdido,duelo-Pivote-Ganado,falta-Cometida,falta-Recibida,falta-Penal-cometido,falta-Penal-recibido,falta-Offside,falta-Tarjeta-amarilla,falta-Tarjeta-roja,recuperacion-Robo,recuperacion-Encontrada,recuperacion-Intercepcion-suelo,recuperacion-Intercepcion-aereo,recuperacion-Intercepcion-anticipo,recuperacion-Disputa-suelo,parado-Lateral-interceptado,parado-Lateral-completado,parado-Corner-interceptado,parado-Corner-completado,parado-Tiro-libre-incompleto,parado-Tiro-libre-completado,perdida-Gambeta,perdida-Robo,perdida-Intercepcion,perdida-Error-tecnico,perdida-Balon-fuera,perdida-Error-tactico,perdida-Atajada,arquero-Gol-rival,arquero-Gol-rival-atajable,arquero-Atajada,arquero-Intercepcion-aerea,arquero-Intercepcion,arquero-Anticipo,arquero-Saque-mano,arquero-Saque-pie,arquero-Saque-meta,coord.final.num,coord.inicial.x,coord.final.x,coord.inicial.y,coord.final.y
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:09:46,00:09:46,0.0,,,,1.0,,"25,77",interceptado,,586.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25.4969697430379,,76.7724918378638,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:10:11,00:10:11,0.0,,,,7.0,,"231,153",hecha,,611.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,231.3959254957116,,152.88498295771348,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:12:17,00:12:17,0.0,,,,3.0,,"87,8",recibida,,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,86.87570995484566,,7.50742524750329,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:12:26,00:12:26,0.0,,"66,150",6,2.0,,"51,18",corto,,746.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,50.66562324405618,66.13100395519717,17.679407663348357,149.87490938811578
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:12:33,00:12:33,0.0,,"32,83",1,6.0,,"69,130",corto,,753.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,68.98234933744483,32.29835594918069,130.14562647328276,83.04307852540627
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:13:29,00:13:29,0.0,,"186,7",10,1.0,,"50,91",largo,,809.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,49.744529687068194,185.82575161587846,91.07898932604726,6.68770481432394
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:13:40,00:13:40,0.0,,,,10.0,,"216,22",offside,,820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,215.99724141689103,,22.45397556763762,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:15:59,00:15:59,0.0,,"21,118",6,1.0,,"8,83",s arquero pie,,959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,7.570713449666421,21.043018253883822,82.59918983227311,118.06317905705716
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:16:06,00:16:06,0.0,,"142,123",9,6.0,,"55,121",largo,,966.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,54.69772685571128,141.5541318778553,121.45807167188862,123.36645670888025
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:16:06,00:16:06,0.0,,,,6.0,,"67,128",interceptado,,966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67.14785090496117,,127.54020576912818,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:16:24,00:16:24,0.0,,"218,40",10,8.0,,"168,20",corto,,984.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,167.60377064147886,217.954645369427,20.119480235430643,39.82916853030309
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:16:27,00:16:27,0.0,,,,8.0,,"149,31",interceptado,,987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,148.80180571348222,,30.87057290906055,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:18:01,00:18:01,0.0,,,,5.0,,"77,64",recibida,,1081.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,76.8521760903966,,63.573517077263105,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:18:21,00:18:21,0.0,,,,3.0,,"104,32",recibida,,1101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,104.01607857277156,,32.17280619666473,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:20:19,00:20:19,0.0,,"56,145",6,2.0,,"53,29",corto,,1219.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,53.21984971291574,55.8548384388113,28.68038046686862,144.835488128419
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:20:22,00:20:22,0.0,,"172,136",7,6.0,,"63,139",medio,,1222.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,63.388276759460766,171.73777539063457,139.10380591122828,135.8574828741837
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:20:22,00:20:22,0.0,,,,6.0,,"60,147",interceptado,,1222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59.68728808954724,,146.74105999219097,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:22:06,00:22:06,0.0,,,,7.0,,"96,90",hecha,,1326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96.00980552336961,,90.48278779238781,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:23:37,00:23:37,0.0,,"40,53",2,1.0,,"24,73",s arquero pie,,1417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,23.94761431884468,39.75774207270275,72.76904428460034,52.674858210448214
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:23:39,00:23:39,0.0,,"29,82",1,2.0,,"37,61",corto,,1419.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,37.39469088784832,28.995486906523297,61.03793041012514,81.82178141758607
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:23:42,00:23:42,0.0,,"37,123",6,1.0,,"5,91",corto,,1422.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.765802456370379,36.73357992085366,90.79212883890884,122.9600475845554
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:23:47,00:23:47,0.0,,"179,123",9,6.0,,"70,142",medio,,1427.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,70.46328480553788,178.68919500551914,142.47505723860223,123.3321523798062
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:23:48,00:23:48,0.0,,"167,160",8,9.0,,"167,160",corto,,1428.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,167.29562081271476,167.26516283718087,160.36196998459545,159.62196458859634
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:23:50,00:23:50,0.0,,"190,98",10,8.0,,"171,146",corto,,1430.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,171.00717949958317,190.33874809550636,146.21980820944228,98.02029647919633
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:23:51,00:23:51,0.0,,,,8.0,,"154,160",interceptado,,1431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,154.45458055985833,,160.21361667443665,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:23:54,00:23:54,0.0,,"209,30",9,10.0,,"225,22",corto,,1434.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,224.96029659677217,209.04675519762864,22.290224442545064,29.634169497761455
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:23:55,00:23:55,0.0,,,,9.0,,"211,9",recibida,,1435.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,210.50600544902971,,9.122465602257247,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,arquero,,00:26:00,00:26:00,0.0,,,,1.0,,"49,144",rebote/despeje,,1560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48.907186474543494,,143.6500747956204,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:26:25,00:26:25,0.0,,"14,44",2,1.0,,"27,84",s arquero pie,,1585.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,27.249436098766758,14.432809020638704,83.57609844185649,44.05609013818558
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:26:29,00:26:29,0.0,,"51,98",5,2.0,,"11,56",corto,,1589.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,11.203605537776784,50.63489934710202,56.13653646037066,97.77139711818089
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:26:30,00:26:30,0.0,,"38,14",3,5.0,,"60,94",corto,,1590.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,59.85817297579985,37.78078365451251,94.02181784817788,14.024045966552364
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:26:33,00:26:33,0.0,,"112,33",5,3.0,,"6,1",corto,,1593.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,6.187427760508662,112.31609888760268,0.808350632646011,33.371639496633534
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:26:33,00:26:33,0.0,,,,3.0,,"12,33",interceptado,,1593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12.264118275332287,,33.48208690486745,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,arquero,,00:26:38,00:26:38,0.0,,,,1.0,,"38,96",remate atajable,,1598.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38.407091268402695,,96.05411211362993,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:26:55,00:26:55,0.0,,"180,71",8,1.0,,"0,87",s arquero pie,,1615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,0.0,179.9121600515527,87.39125153361799,71.05491665388958
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:26:57,00:26:57,0.0,,"206,64",11,8.0,,"160,72",corto,,1617.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,160.48627941356312,205.75989569668715,71.84776276519767,64.34786763988495
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:27:00,00:27:00,0.0,,,,11.0,,"177,71",recibida,,1620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,177.1892794082648,,70.59871467162759,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:28:02,00:28:02,0.0,,"162,27",9,1.0,,"12,86",medio,,1682.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,12.080074095332051,161.58736077165466,86.03688039647196,27.124124836253525
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:28:08,00:28:08,0.0,,"159,40",11,9.0,,"156,20",corto,,1688.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,155.54935778229296,158.80506296850203,19.637447474992488,39.86161823880534
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:28:11,00:28:11,0.0,,"228,71",10,11.0,,"217,70",corto,,1691.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,216.61954651632905,228.04942809367574,69.57245488181547,71.12095997597292
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:28:16,00:28:16,0.0,,"232,87",9,10.0,,"256,33",corto,,1696.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,256.04503159669684,231.71849949546544,32.85168158771387,86.76590728115937
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:28:16,00:28:16,0.0,,,,10.0,,"251,40",interceptado,,1696.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,251.35299794071875,,39.91218677301099,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:28:21,00:28:21,0.0,,,,2.0,,"150,31",hecha,,1701.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,150.1851457769929,,31.320076332504726,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:29:02,00:29:02,0.0,,"29,71",2,1.0,,"17,78",corto,,1742.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,17.236817924936577,29.41285922094537,77.55176481056878,70.95728464161377
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:29:05,00:29:05,0.0,,"17,13",3,2.0,,"19,48",corto,,1745.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,19.187581281503693,17.453754528341676,47.83777195991157,13.325911659264527
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:29:09,00:29:09,0.0,,"190,4",11,3.0,,"23,36",largo,,1749.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,23.28034029498402,189.6638167466003,35.784386740460924,4.473580118519816
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:29:09,00:29:09,0.0,,,,3.0,,"22,38",balon afuera fondo,,1749.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21.559733096215837,,37.910457460817575,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,pase,,00:29:50,00:29:50,0.0,,"202,66",9,1.0,,"24,67",s arquero pie,,1790.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0,23.946921935259297,202.00102916482982,66.58376576453524,66.36647589911075
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,perdida,,00:29:50,00:29:50,0.0,,,,1.0,,"22,64",interceptado,,1790.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21.810826898138984,,64.09264475428243,
2022/07/24,pases barracas central ,Barracas,13:43:45,15:43:30,falta,,00:30:03,00:30:03,0.0,,,,7.0,,"188,157",hecha,,1803.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,188.1030888956876,,157.1956983337132,
